ï»¿dummy        {'dummy', 'LANG:EN'}
want-           {'LF:want', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', '-COMP:P', 'PF:want', '-COMP:V', 'COMP:P', 'CLASS:TR', '-SPEC:TO/inf', '-COMP:v', 'ASP', 'COMP:TO/inf'}
what            ['LANG:EN']
what-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:what', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'PF:what', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
which           {'LF:which', '-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', '-COMP:T/fin', 'PF:which', 'OP:WH', 'LANG:EN', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
who             ['LANG:EN']
who-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'PF:who', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'LF:who'}
whether         {'Q', '!COMP:*', '-VAL', 'LF:whether', 'FORCE', 'COMP:C/fin', '-SPEC:*', 'OP:WH', 'LANG:EN', 'COMP:T/fin', 'OP:Q', '-ARG', '!PROBE:FIN', 'PF:whether', 'FIN', 'OP'}
yrittaa         ['LANG:FI']
yritta-         {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '!COMP:A/inf', '-VAL', '-COMP:N', 'SEM:internal', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PF:yritta', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '!COMP:-ARG', '-COMP:v', 'LF:try', 'ASP', 'PHI:PER:_'}
mina            ['LANG:EN']
mina-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', 'LF:I', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:mina', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
sina            ['LANG:EN']
sina-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:sina', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'LF:you'}
han             ['LANG:EN']
han-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', 'PF:han', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', 'LF:s/he', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
hanet           ['LANG:EN']
me              ['LANG:EN']
me-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:we', '-COMP:N', 'PF:me', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
te              ['LANG:EN']
te-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'LF:you', 'PF:te'}
he_FI           ['LANG:EN']
heidan          ['LANG:EN']
he_FI-          {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', 'LF:they', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:he', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
se              {'LANG:FI', '-SPEC:C', 'LF:the/that', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', 'PF:se', '-SPEC:P', '-COMP:T/fin', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
sen             {'LANG:FI', 'TAIL:*POL:NEG', 'LF:the/that', '-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', 'TAIL:ASP', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', '-COMP:T/fin', 'TAIL:PHI', '-SPEC:T/fin', '-COMP:P', 'PF:sen', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
I               ['LANG:EN']
I-              {'-SPEC:FORCE', 'PF:I', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:I', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
you             ['LANG:EN']
you-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', 'PF:you', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'LF:you'}
he              ['LANG:EN']
he-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:he', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:he', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
she             ['LANG:EN']
she-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:she', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'PF:she', '-COMP:v'}
we              ['LANG:EN']
we-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:we', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'PF:we', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
you_pl          ['LANG:EN']
you_pl-         {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'LF:you_pl', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'PF:you_pl', 'PHI', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
they            ['LANG:EN']
they-           {'PF:they', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:they', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
it              ['LANG:EN']
it-             {'-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', 'PF:it', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', 'LF:it/that', '-SPEC:P', '-COMP:T/fin', 'LANG:EN', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
io              ['LANG:EN']
io-             {'-SPEC:FORCE', 'PF:io', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:I', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
tu              ['LANG:EN']
tu-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'PF:tu', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'LF:you'}
lui             ['LANG:EN']
lui-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'PF:lui', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:he', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
lei             ['LANG:EN']
lei-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:she', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', 'PF:lei', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
noi             ['LANG:EN']
noi-            {'-SPEC:FORCE', 'PF:noi', '-SPEC:R', 'COMP:D/rel', 'LF:we', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
voi             ['LANG:EN']
voi-            {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'LF:you_pl', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:voi', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
loro            ['LANG:EN']
loro-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LF:they', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v', 'PF:loro'}
mi              ['LANG:EN']
mi-             {'LF:me', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:mi(cl)', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'CL', '-COMP:v'}
la              ['LANG:EN']
la-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LF:her', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'PF:la(cl)', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'CL', '-COMP:v'}
lo              ['LANG:EN']
lo-             {'-SPEC:FORCE', 'LF:him', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', 'PF:lo(cl)', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'CL', '-COMP:v'}
si              ['LANG:EN']
si-             {'-SPEC:FORCE', 'PF:si(cl)', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'CAL:CL', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'LF:3sg', '-COMP:v'}
gli             ['LANG:EN']
ci              ['LANG:EN']
ci-             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:*', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:ci', '-SPEC:ADV', '-SPEC:T/fin', 'LF:there', 'N', 'PHI_N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-COMP:v'}
[-n]            {'PHI:DET:DEF', 'LANG:FI', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-t]            {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:FI', 'PHI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-V]            {'LANG:FI', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:SG'}
[-mme]          {'PHI:DET:DEF', 'LANG:FI', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-mme]          {'PHI:DET:DEF', 'LANG:FI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-tte]          {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:FI', 'PHI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-vat]          {'LANG:FI', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:PL'}
[-ni]           {'PHI:DET:DEF', 'LANG:FI', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-si]           {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:FI', 'PHI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-nsa]          {'LANG:FI', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:SG'}
[-an]           {'PHI:DET:DET', 'LANG:FI', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:SG'}
[-nne]          {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:FI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-s]            {'PHI', 'LANG:EN', 'PHI:GEN:F', 'PHI:PER:3', 'inflectional', 'PHI:GEN:M', 'PHI:NUM:SG'}
[-0]            {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:EN', 'PHI:PER:3', 'PHI:GEN:N', 'PHI:NUM:SG', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:NUM:PL'}
[-o]            {'LANG:IT', 'PHI:DET:DEF', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-i]            {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:IT', 'PHI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:SG'}
[-a]            {'LANG:IT', 'PHI:DET:DEF', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:SG'}
[-e]            {'LANG:IT', 'PHI:DET:DEF', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:SG'}
[-iamo]         {'LANG:IT', 'PHI:DET:DEF', 'PHI', 'PHI:PER:1', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-te]           {'PHI:PER:2', 'PHI:DET:DEF', 'LANG:IT', 'PHI', 'inflectional', 'PHI:HUM:HUM', 'PHI:NUM:PL'}
[-no]           {'LANG:IT', 'PHI:DET:DEF', 'PHI', 'inflectional', 'PHI:PER:3', 'PHI:NUM:PL'}
[-nom]          {'LANG:EN', 'TAIL:FIN,ARG,VAL', 'NOM', 'inflectional', 'adjoinable'}
[-par]          {'LANG:FI', 'TAIL:ARG,-VAL', 'inflectional', 'adjoinable', 'PAR'}
[-gen]          {'TAIL:INF,ARG', 'LANG:EN', 'inflectional', 'GEN', '-float'}
gen             {'TAIL:INF,ARG', 'LANG:EN', 'inflectional', 'GEN', '-float'}
[-n_acc]        {'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', 'inflectional', 'n-ACC', 'adjoinable', 'TAIL:PHI'}
[-t_acc]        {'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', 'inflectional', 't-ACC', 'adjoinable'}
[-0_acc]        {'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', '0_ACC', 'TAIL:*PHI', 'inflectional', 'adjoinable'}
asp             {'LANG:EN', 'inflectional', 'ASP:BOUNDED'}
a'              {'LANG:X', 'PF:a', 'LF:A', 'a'}
b'              {'LANG:X', 'b', 'LF:B', 'PF:b'}
b''             {'LANG:EN', '-COMP:c', 'PF:b', 'b', 'LF:B'}
c''             {'PF:c', 'LANG:EN', 'SPEC:a', 'LF:C', 'c'}
c'              {'PF:c', 'LANG:X', 'LF:C', 'c'}
d'              {'d', 'LANG:', 'PF:d', 'LF:D'}
a''             ['LANG:EN']
x'              {'PF:x', 'LANG:X', 'x', 'LF:X'}
y'              {'PF:y', 'y', 'LF:Y', 'LANG:X'}
z'              {'PF:x', 'z', 'LANG:X', 'LF:Z'}
John'           {'LANG:X', 'LF:John', "N'", 'PF:John'}
admires'        {'LANG:X', 'PF:admires', 'LF:admires', "V'"}
admires''       {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'PF:admires', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'LF:admires', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
Mary'           {'LF:mary', 'LANG:X', "N'", 'PF:Mary'}
T/fin           {'SPEC:TO/inf', '-SPEC:C', 'PF:T', '!PROBE:V', '!COMP:*', '-COMP:INF', 'SPEC:FORCE', '-SPEC:V', 'LF:T', 'ARG', '!SPEC:*', '-SPEC:v', 'SPEC:C/fin', '-COMP:T/fin', 'T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', 'SPEC:*', 'COMP:T/prt', '-SPEC:N', 'SPEC:D', '-SPEC:Neg', '-SPEC:TO/inf', 'FIN', 'VAL', 'T', 'PHI:PER:_', 'COMP:V'}
v               {'PHI:NUM:_', 'COMP:V', 'LANG:EN', '!PROBE:V', '!COMP:*', '-VAL', '-SPEC:N', 'SPEC:D', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'v', 'PHI:DET:_', 'ASP', 'LF:v', 'PF:v'}
C/fin           {'-COMP:T/prt', '!COMP:*', 'PF:C', 'LF:C/fin', 'COMP:Neg/fin', 'LANG:EN', 'SPEC:*', '-SPEC:T/fin', 'COMP:T/fin', 'C/fin', '-SPEC:N', '-ARG', '!PROBE:FIN', 'FIN', 'VAL', '-SPEC:C/fin', 'C', '-COMP:C/fin'}
T               {'-SPEC:FORCE', 'PF:T', '!PROBE:V', '!COMP:*', '-SPEC:V', 'LF:T', 'ARG', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', 'SPEC:*', 'COMP:T/prt', 'SPEC:D', '-SPEC:N', '-COMP:NEG', 'FIN', 'VAL', 'T', 'PHI:PER:_', 'COMP:V'}
T/prt           {'-SPEC:FORCE', 'LF:T/prt', 'COMP:D', '!PROBE:V', '!COMP:*', '-SPEC:V', 'T', 'ARG', 'T/prt', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', 'SPEC:*', '-SPEC:T/fin', 'COMP:T/prt', 'SPEC:D', '-SPEC:N', 'FIN', 'VAL', '-SPEC:C/fin', 'PF:T/prt', '-COMP:NEG', 'PHI:PER:_', 'COMP:V'}
a0              {'LANG:EN', 'PF:A', 'TAIL:D', 'A', 'COMP:0', 'LF:A', '-adjoinable', '-SPEC:A', '-SPEC:D'}
