ï»¿dummy        {'LANG:EN', 'dummy'}
tta             {'-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', 'LF:without', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'PF:tta', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ADV', 'COMP:n/MA', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
tries           ['LANG:EN']
try-            {'LF:try', 'SPEC:D', 'SEM:internal', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '!COMP:TO/inf', 'PF:try', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', '!COMP:-ARG', 'PHI:PER:_'}
verifiche       {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', 'LF:verification', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'PF:verifiche', 'COMP:R/D', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
virtaamalla     ['LANG:FI']
virtaa          ['LANG:FI']
virta-          {'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'LF:flow', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:virtaa', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', '!COMP:P', 'SPEC:TO/inf', 'V', 'CLASS:INTR', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
voluto          ['LANG:IT']
vuole           ['LANG:IT']
volu-           {'-SPEC:*', 'SEM:internal', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:volu', 'LF:want', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
voitti          ['LANG:FI']
voittanut       ['LANG:FI']
voittaa         ['LANG:FI']
voitta-         {'SEM:achievement', 'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:win', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'PF:voitta', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
wants           ['LANG:EN']
want-           {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:want', 'LF:want', '-SPEC:TO/inf', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', '-COMP:V', 'ASP', 'COMP:TO/inf', '-COMP:v', 'COMP:P', 'COMP:D', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
what            ['LANG:EN']
what-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', 'PF:what', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LF:what', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
which           {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:T/fin', 'D:WH', '-COMP:uR', '!COMP:*', 'OP:WH', '-ARG', '-SPEC:V', 'COMP:N', 'LF:which', 'D', '-COMP:P', 'PF:which'}
who             ['LANG:EN']
who-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:who', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', 'PF:who', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
whether         {'LANG:EN', '-SPEC:*', 'COMP:T/fin', 'OP:Q', '-ARG', '!COMP:*', 'FORCE', '-VAL', '!PROBE:FIN', 'LF:whether', 'OP:WH', 'FIN', 'Q', 'COMP:C/fin', 'PF:whether'}
yrittaa         ['LANG:FI']
yritta-         {'LF:try', 'SPEC:D', 'SEM:internal', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', '!COMP:A/inf', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:yritta', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', '!COMP:-ARG', 'PHI:PER:_'}
mina            ['LANG:EN']
mina-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'LF:I', 'PF:mina', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
sina            ['LANG:EN']
sina-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', 'LF:you', 'PF:sina', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
han             ['LANG:EN']
han-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'LF:s/he', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:han', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
hanet           ['LANG:EN']
me              ['LANG:EN']
me-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:me', 'LF:we', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
te              ['LANG:EN']
te-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', 'LF:you', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:te', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
he_FI           ['LANG:EN']
heidan          ['LANG:EN']
he_FI-          {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', 'PF:he', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'LF:they', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
se              ['LANG:EN']
sen             ['LANG:EN']
sita            ['LANG:EN']
se-             {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uR', '!COMP:*', '-ARG', '-SPEC:V', 'COMP:N', 'D', '-COMP:P', 'PF:se', 'LF:the/that'}
I               ['LANG:EN']
I-              {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', 'PF:I', '-SPEC:V', '-COMP:v', 'LF:I', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
you             ['LANG:EN']
you-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:you', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:you', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
he              ['LANG:EN']
he-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:he', '-SPEC:ADV', 'PF:he', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
she             ['LANG:EN']
she-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:she', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH', 'LF:she'}
we              ['LANG:EN']
we-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'PF:we', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LF:we', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
you_pl          ['LANG:EN']
you_pl-         {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', 'PHI', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', 'PF:you_pl', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LF:you_pl', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
they            ['LANG:EN']
they-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'LF:they', 'N', '-SPEC:T/fin', 'COMP:C', 'PF:they', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
it              ['LANG:EN']
it-             {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', 'LF:it/that', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:T/fin', 'PF:it', '-COMP:uR', '!COMP:*', '-ARG', '-SPEC:V', 'COMP:N', 'D', '-COMP:P'}
io              ['LANG:EN']
io-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'LF:I', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', 'PF:io', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
tu              ['LANG:EN']
tu-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:you', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'PF:tu', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
lui             ['LANG:EN']
lui-            {'PF:lui', 'PHI_N', '-COMP:C/fin', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:he', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
lei             ['LANG:EN']
lei-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'PF:lei', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH', 'LF:she'}
noi             ['LANG:EN']
noi-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', 'PF:noi', '-SPEC:N', 'N', 'LANG:IT', 'LF:we', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
voi             ['LANG:EN']
voi-            {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LF:you_pl', 'PF:voi', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
loro            ['LANG:EN']
loro-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', 'PF:loro', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'LF:they', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
mi              ['LANG:EN']
mi-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', 'LF:me', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', 'CL', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'PF:mi(cl)', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
la              ['LANG:EN']
la-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'PF:la(cl)', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', 'LF:her', '-SPEC:N', 'N', 'LANG:IT', 'CL', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
lo              ['LANG:EN']
lo-             {'-COMP:C/fin', 'PHI_N', 'LF:him', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', 'PF:lo(cl)', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', 'CL', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
si              ['LANG:EN']
si-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', 'LF:3sg', '-SPEC:V', '-COMP:v', 'PF:si(cl)', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', 'CAL:CL', '-COMP:A', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
gli             ['LANG:EN']
ci              ['LANG:EN']
ci-             {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', 'PF:ci', '-SPEC:N', 'N', 'LANG:IT', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH', 'LF:there'}
[-n]            {'PHI:PER:1', 'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'inflectional'}
[-t]            {'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'inflectional', 'PHI:PER:2'}
[-V]            {'inflectional', 'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:PER:3'}
[-mme]          {'PHI:PER:1', 'LANG:FI', 'PHI:DET:DEF', 'PHI', 'PHI:HUM:HUM', 'PHI:NUM:PL', 'inflectional'}
[-mme]          {'LANG:FI', 'PHI:DET:DEF', 'PHI:HUM:HUM', 'PHI:PER:1', 'PHI:NUM:PL', 'inflectional'}
[-tte]          {'LANG:FI', 'PHI:DET:DEF', 'PHI', 'PHI:HUM:HUM', 'PHI:NUM:PL', 'inflectional', 'PHI:PER:2'}
[-vat]          {'inflectional', 'LANG:FI', 'PHI', 'PHI:NUM:PL', 'PHI:PER:3'}
[-ni]           {'PHI:PER:1', 'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'inflectional'}
[-si]           {'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'inflectional', 'PHI:PER:2'}
[-nsa]          {'inflectional', 'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:PER:3'}
[-an]           {'inflectional', 'LANG:FI', 'PHI:NUM:SG', 'PHI', 'PHI:DET:DEF', 'PHI:PER:3'}
[-nne]          {'LANG:FI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'PHI:NUM:PL', 'inflectional', 'PHI:PER:2'}
[-s]            {'LANG:EN', 'inflectional', 'PHI:GEN:F', 'PHI:NUM:SG', 'PHI', 'PHI:PER:3', 'PHI:GEN:M'}
[-0]            {'LANG:EN', 'PHI:DET:DEF', 'PHI', 'PHI:GEN:N', 'PHI:NUM:PL', 'PHI:PER:3', 'PHI:PER:2', 'PHI:NUM:SG', 'PHI:PER:1', 'inflectional'}
[-o]            {'PHI:PER:1', 'inflectional', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'LANG:IT'}
[-i]            {'inflectional', 'PHI:NUM:SG', 'PHI', 'PHI:HUM:HUM', 'PHI:DET:DEF', 'LANG:IT', 'PHI:PER:2'}
[-a]            {'inflectional', 'PHI:NUM:SG', 'PHI', 'PHI:DET:DEF', 'LANG:IT', 'PHI:PER:3'}
[-e]            {'inflectional', 'PHI:NUM:SG', 'PHI', 'PHI:DET:DEF', 'LANG:IT', 'PHI:PER:3'}
[-iamo]         {'PHI:PER:1', 'inflectional', 'PHI:DET:DEF', 'PHI', 'PHI:HUM:HUM', 'PHI:NUM:PL', 'LANG:IT'}
[-te]           {'inflectional', 'PHI:DET:DEF', 'PHI', 'PHI:HUM:HUM', 'PHI:NUM:PL', 'LANG:IT', 'PHI:PER:2'}
[-no]           {'inflectional', 'LANG:IT', 'PHI', 'PHI:DET:DEF', 'PHI:NUM:PL', 'PHI:PER:3'}
[-nom]          {'LANG:EN', 'inflectional', 'adjoinable', 'TAIL:FIN,ARG,VAL', 'NOM'}
[-par]          {'PAR', 'TAIL:ARG,-VAL,!COMP:*', 'LANG:FI', 'inflectional', 'adjoinable'}
[-gen]          {'LANG:EN', '-float', 'inflectional', 'TAIL:INF,ARG', 'GEN'}
gen             {'LANG:EN', '-float', 'inflectional', 'TAIL:INF,ARG', 'GEN'}
[-n_acc]        {'n-ACC', 'TAIL:PHI', 'LANG:FI', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', 'inflectional', 'adjoinable'}
[-t_acc]        {'TAIL:*POL:NEG', 'LANG:FI', 't-ACC', 'TAIL:ARG,ASP:BOUNDED', 'inflectional', 'adjoinable'}
[-0_acc]        {'TAIL:*PHI', 'TAIL:ARG,ASP:BOUNDED', '0_ACC', 'LANG:FI', 'TAIL:*POL:NEG', 'inflectional', 'adjoinable'}
asp             {'LANG:EN', 'ASP:BOUNDED', 'inflectional'}
[hAn]           {'D:FAM', 'LANG:FI', 'OVERT_SCOPE', 'inflectional', 'OP:FAM'}
[pA]            {'LANG:FI', 'OP:POL', 'OVERT_SCOPE', 'inflectional', 'D:POL'}
[kO]            {'D:WH', 'LANG:FI', 'FORCE:OP:WH', 'OP:Q', 'OVERT_SCOPE', 'OP:WH', 'inflectional'}
[foc]           {'inflectional', 'LANG:FI', 'OP:FOC'}
a'              {'LANG:X', 'a', 'PF:a', 'LF:A'}
b'              {'PF:b', 'LANG:X', 'LF:B', 'b'}
b''             {'PF:b', 'LANG:EN', 'LF:B', '-COMP:c', 'b'}
c''             {'LANG:EN', 'SPEC:a', 'c', 'LF:C', 'PF:c'}
c'              {'LANG:X', 'c', 'LF:C', 'PF:c'}
d'              {'PF:d', 'LANG:', 'd', 'LF:D'}
